"location","age_group","year","week","date","value_0w","value_1w","value_2w","value_3w","value_4w","value_5w","value_6w","value_7w","value_8w","value_9w","value_10w","value_.10w"
"DE","00+",2024,20,"2024-05-19",16296,2996,1468,-86,92,0,109,188,-47,0,10,-554
"DE","00+",2024,21,"2024-05-26",15798,1758,1164,461,277,-293,-18,0,0,-18,29,-334
"DE","00+",2024,22,"2024-06-02",15609,2425,329,17,-30,228,119,-23,47,-18,-15,-333
"DE","00+",2024,23,"2024-06-09",14629,1987,1381,75,126,-6,11,-168,0,18,2,-317
"DE","00+",2024,24,"2024-06-16",14192,2771,1428,139,304,0,-36,28,-137,0,7,-471
"DE","00+",2024,25,"2024-06-23",14669,3849,632,337,1,-131,-18,12,-18,-18,-18,-491
"DE","00+",2024,26,"2024-06-30",16652,2218,459,312,187,90,-2,1,36,0,0,-709
"DE","00+",2024,27,"2024-07-07",14268,2816,791,65,331,-10,-1,-1,-7,111,18,-560
"DE","00+",2024,28,"2024-07-14",14332,2421,780,140,-138,-7,-12,15,-36,37,18,-215
"DE","00+",2024,29,"2024-07-21",14549,3076,1656,290,156,-25,65,-35,-143,-17,0,-230
"DE","00+",2024,30,"2024-07-28",13944,2737,170,174,-176,-6,-166,-1,1,-14,-17,-37
"DE","00+",2024,31,"2024-08-04",14407,1443,521,504,-145,-40,-19,-119,0,0,-18,-62
"DE","00+",2024,32,"2024-08-11",14109,3032,1123,109,167,47,591,46,-147,-18,0,227
"DE","00+",2024,33,"2024-08-18",13976,2766,769,277,164,127,-112,0,-18,120,18,128
"DE","00+",2024,34,"2024-08-25",14735,2983,379,262,10,199,11,119,11,-11,0,268
"DE","00+",2024,35,"2024-09-01",15854,1716,447,357,660,95,42,-18,0,12,0,-327
"DE","00+",2024,36,"2024-09-08",17755,2437,325,753,47,-29,-11,-8,-109,112,0,-795
"DE","00+",2024,37,"2024-09-15",13284,2772,290,-84,-18,0,-28,0,0,18,-18,-322
"DE","00+",2024,38,"2024-09-22",15738,4825,476,579,163,36,36,113,-121,-18,0,-173
"DE","00+",2024,39,"2024-09-29",19344,3622,954,12,134,-149,36,112,-113,0,-17,-637
"DE","00+",2024,40,"2024-10-06",17719,3319,994,574,-100,123,-123,119,-106,-46,-18,-525
"DE","00+",2024,41,"2024-10-13",18234,5323,623,492,113,241,-30,18,-28,30,0,-388
"DE","00+",2024,42,"2024-10-20",18060,4731,1108,442,198,124,-30,19,-101,0,0,36
"DE","00+",2024,43,"2024-10-27",20385,4058,1136,267,177,154,12,120,0,0,343,-320
"DE","00+",2024,44,"2024-11-03",19894,4462,1012,598,-140,117,-130,0,0,270,0,-972
"DE","00+",2024,45,"2024-11-10",20319,3638,1294,713,-101,-154,0,0,398,0,0,-337
"DE","00+",2024,46,"2024-11-17",21053,4438,1236,190,142,0,0,319,0,0,0,-1371
"DE","00+",2024,47,"2024-11-24",20562,4127,943,288,0,0,659,-102,0,102,0,-965
"DE","00+",2024,48,"2024-12-01",20446,3318,1047,0,0,950,19,18,101,0,-332,-572
"DE","00+",2024,49,"2024-12-08",21831,4655,0,0,1578,136,12,-12,-18,-399,-590,-18
"DE","00+",2024,50,"2024-12-15",23036,0,0,6946,109,18,18,15,-549,-573,0,130
"DE","00+",2024,51,"2024-12-22",0,0,30763,465,148,-160,-108,-459,-854,0,102,18
"DE","00+",2024,52,"2024-12-29",0,29168,917,311,332,-46,-848,-761,-54,0,0,15
"DE","00+",2025,1,"2025-01-05",25890,6708,1504,122,-171,-16,10,0,-156,19,0,0
"DE","00+",2025,2,"2025-01-12",28630,3644,649,-58,-499,-307,129,28,0,19,-43,0
"DE","00+",2025,3,"2025-01-19",29940,3529,1871,-485,-474,27,-174,7,-13,1,0,-18
"DE","00+",2025,4,"2025-01-26",37860,7996,1194,180,7,140,-148,39,119,-101,-18,0
"DE","00+",2025,5,"2025-02-02",45266,5881,799,297,219,133,-12,-201,-149,54,0,0
"DE","00+",2025,6,"2025-02-09",43554,3222,1947,1214,-270,114,-121,-157,113,0,0,0
"DE","00+",2025,7,"2025-02-16",40939,9958,2098,557,-314,35,-11,159,0,0,0,0
"DE","00+",2025,8,"2025-02-23",44107,8941,1525,739,28,38,-228,0,0,0,0,0
"DE","00+",2025,9,"2025-03-02",44494,6351,1712,264,796,444,0,0,0,0,0,0
"DE","00+",2025,10,"2025-03-09",35984,5371,631,929,35,0,0,0,0,0,0,0
"DE","00+",2025,11,"2025-03-16",30641,5328,1116,140,0,0,0,0,0,0,0,0
"DE","00+",2025,12,"2025-03-23",26656,5264,745,0,0,0,0,0,0,0,0,0
"DE","00+",2025,13,"2025-03-30",24773,4060,0,0,0,0,0,0,0,0,0,0
"DE","00+",2025,14,"2025-04-06",20458,0,0,0,0,0,0,0,0,0,0,0
